"PFAM_IDs","robust_classifications"
"PF18495","post-LBCA"
"PF18533","TACK"
"PF18537","LBCA"
"PF18541","LBCA"
"PF18543","Proteobacteria"
"PF18545","Euryarchaeota"
"PF18546","LBCA"
"PF18551","LACA"
"PF18555","Terrabacteria"
"PF18556","Terrabacteria"
"PF18557","Proteobacteria"
"PF18559","Proteobacteria"
"PF18560","Inspect"
"PF18563","LBCA"
"PF18564","LBCA"
"PF18565","LBCA"
"PF18571","Terrabacteria"
"PF18573","Terrabacteria"
"PF18575","Proteobacteria"
"PF18576","Terrabacteria"
"PF18578","Terrabacteria"
"PF18579","Terrabacteria"
"PF18582","post-LBCA"
"PF18583","Proteobacteria"
"PF18588","Proteobacteria"
"PF18593","post-LBCA"
"PF18598","post-LBCA"
"PF18602","Proteobacteria"
"PF18603","LBCA"
"PF18604","post-LBCA"
"PF18614","post-LBCA"
"PF18616","Terrabacteria"
"PF18620","FCB"
"PF18655","Terrabacteria"
"PF18657","LBCA"
"PF18662","post-LBCA"
"PF18665","FCB"
"PF18676","LBCA"
"PF18677","TACK"
"PF18693","LBCA"
"PF18698","Terrabacteria"
"PF18705","Terrabacteria"
"PF18719","Terrabacteria"
"PF18725","Terrabacteria"
"PF18726","Terrabacteria"
"PF18728","unclassifiable"
"PF18730","LBCA"
"PF18731","LBCA"
"PF18734","LBCA"
"PF18735","LBCA"
"PF18737","LBCA"
"PF18739","LUCA"
"PF18741","LBCA"
"PF18742","LBCA"
"PF18754","LACA"
"PF18755","post-LBCA"
"PF18761","Inspect"
"PF18764","post-LBCA"
"PF18765","LUCA"
"PF18766","LUCA"
"PF18768","Terrabacteria"
"PF18780","Inspect"
"PF18793","Inspect"
"PF18796","LBCA"
"PF18798","unclassifiable"
"PF18801","Terrabacteria"
"PF18810","LBCA"
"PF18812","post-LBCA"
"PF18818","LBCA"
"PF18821","Proteobacteria"
"PF18822","TACK"
"PF18836","post-LBCA"
"PF18844","Terrabacteria"
"PF18845","LBCA"
"PF18846","Terrabacteria"
"PF18848","Terrabacteria"
"PF18849","LBCA"
"PF18854","post-LBCA"
"PF18856","Proteobacteria"
"PF18857","unclassifiable"
"PF18859","Inspect"
"PF18860","post-LBCA"
"PF18862","LACA"
"PF18863","LBCA"
"PF18864","LBCA"
"PF18878","Terrabacteria"
"PF18883","Proteobacteria"
"PF18884","unclassifiable"
"PF18885","LBCA"
"PF18886","post-LBCA"
"PF18887","LBCA"
"PF18888","LBCA"
"PF18889","Terrabacteria"
"PF18893","post-LBCA"
"PF18894","LBCA"
"PF18895","Inspect"
"PF18897","Terrabacteria"
"PF18898","LACA"
"PF18899","LBCA"
"PF18900","post-LBCA"
"PF18901","CPR"
"PF18902","LUCA"
"PF18903","unclassifiable"
"PF18904","CPR"
"PF18905","LBCA"
"PF18906","LBCA"
"PF18907","LBCA"
"PF18910","LBCA"
"PF18911","LUCA"
"PF18912","LBCA"
"PF18913","LBCA"
"PF18914","LBCA"
"PF18915","Inspect"
"PF18916","LBCA"
"PF18917","LBCA"
"PF18918","Proteobacteria"
"PF18919","FCB"
"PF18920","LBCA"
"PF18921","Terrabacteria"
"PF18922","LBCA"
"PF18924","post-LBCA"
"PF18925","post-LBCA"
"PF18926","unclassifiable"
"PF18927","post-LBCA"
"PF18928","LBCA"
"PF18929","LUCA"
"PF18930","Terrabacteria"
"PF18931","unclassifiable"
"PF18932","unclassifiable"
"PF18933","LBCA"
"PF18934","LBCA"
"PF18935","post-LBCA"
"PF18936","LBCA"
"PF18937","Terrabacteria"
"PF18938","Terrabacteria"
"PF18939","FCB"
"PF18940","FCB"
"PF18942","FCB"
"PF18943","FCB"
"PF18944","post-LBCA"
"PF18945","post-LBCA"
"PF18946","post-LBCA"
"PF18947","LBCA"
"PF18948","Terrabacteria"
"PF18949","Terrabacteria"
"PF18950","LBCA"
"PF18951","unclassifiable"
"PF18952","post-LBCA"
"PF18953","unclassifiable"
"PF18955","Terrabacteria"
"PF18956","unclassifiable"
"PF18957","Terrabacteria"
"PF18959","Terrabacteria"
"PF18960","Terrabacteria"
"PF18961","post-LBCA"
"PF18962","unclassifiable"
"PF18963","Terrabacteria"
"PF18964","Terrabacteria"
"PF18967","LBCA"
"PF18970","Terrabacteria"
"PF18974","post-LBCA"
"PF18975","LACA"
"PF18976","FCB"
"PF18977","post-LBCA"
"PF18978","LUCA"
"PF18979","unclassifiable"
"PF18981","Terrabacteria"
"PF18982","Terrabacteria"
"PF18985","Proteobacteria"
"PF18986","Terrabacteria"
"PF18990","FCB"
"PF18991","LBCA"
"PF18994","Terrabacteria"
"PF18998","LBCA"
"PF19026","LACA"
"PF19027","Inspect"
"PF19029","post-LBCA"
"PF19040","post-LBCA"
"PF19044","LBCA"
"PF19045","LUCA"
"PF19050","Proteobacteria"
"PF19051","LBCA"
"PF19053","Terrabacteria"
"PF19054","Terrabacteria"
"PF19076","LBCA"
"PF19077","LBCA"
"PF19078","LBCA"
"PF19079","Terrabacteria"
"PF19081","FCB"
"PF19085","Terrabacteria"
"PF19086","LBCA"
"PF19087","Terrabacteria"
"PF19089","FCB"
"PF19090","Euryarchaeota"
"PF19091","Euryarchaeota"
"PF19093","Euryarchaeota"
"PF19094","Euryarchaeota"
"PF19095","Euryarchaeota"
"PF19096","Euryarchaeota"
"PF19098","Euryarchaeota"
"PF19099","Euryarchaeota"
"PF19100","Euryarchaeota"
"PF19101","Euryarchaeota"
"PF19102","Euryarchaeota"
"PF19103","Euryarchaeota"
"PF19104","Euryarchaeota"
"PF19106","Euryarchaeota"
"PF19107","Euryarchaeota"
"PF19108","Euryarchaeota"
"PF19109","Euryarchaeota"
"PF19110","Euryarchaeota"
"PF19111","unclassifiable"
"PF19112","LBCA"
"PF19113","Euryarchaeota"
"PF19115","Euryarchaeota"
"PF19116","Proteobacteria"
"PF19118","Euryarchaeota"
"PF19119","Euryarchaeota"
"PF19120","Euryarchaeota"
"PF19121","Euryarchaeota"
"PF19122","Euryarchaeota"
"PF19123","Euryarchaeota"
"PF19124","post-LBCA"
"PF19125","Euryarchaeota"
"PF19126","Euryarchaeota"
"PF19127","Terrabacteria"
"PF19128","Euryarchaeota"
"PF19129","Euryarchaeota"
"PF19130","Euryarchaeota"
"PF19131","Euryarchaeota"
"PF19132","Euryarchaeota"
"PF19133","Euryarchaeota"
"PF19134","Euryarchaeota"
"PF19135","Proteobacteria"
"PF19136","Terrabacteria"
"PF19137","Euryarchaeota"
"PF19138","Euryarchaeota"
"PF19139","Euryarchaeota"
"PF19143","FCB"
"PF19145","Euryarchaeota"
"PF19146","Euryarchaeota"
"PF19148","Euryarchaeota"
"PF19187","Terrabacteria"
"PF19190","LBCA"
"PF19193","LBCA"
"PF19200","Terrabacteria"
"PF19238","Inspect"
"PF19247","Terrabacteria"
"PF19258","Terrabacteria"
"PF19263","LBCA"
"PF19264","FCB"
"PF19265","post-LBCA"
"PF19266","LBCA"
"PF19268","post-LBCA"
"PF19269","LBCA"
"PF19275","post-LBCA"
"PF19276","LUCA"
"PF19277","Proteobacteria"
"PF19278","LUCA"
"PF19279","LBCA"
"PF19288","LBCA"
"PF19289","LUCA"
"PF19290","LUCA"
"PF19291","LBCA"
"PF19292","Proteobacteria"
"PF19293","LBCA"
"PF19294","Euryarchaeota"
"PF19295","LBCA"
"PF19296","post-LBCA"
"PF19297","Terrabacteria"
"PF19298","post-LBCA"
"PF19299","Terrabacteria"
"PF19300","LUCA"
"PF19301","post-LBCA"
"PF19302","LBCA"
"PF19303","LUCA"
"PF19304","LBCA"
"PF19305","LBCA"
"PF19306","LBCA"
"PF19307","post-LBCA"
"PF19308","Terrabacteria"
"PF19310","LBCA"
"PF19312","Proteobacteria"
"PF19313","LBCA"
"PF19319","Terrabacteria"
"PF19320","Terrabacteria"
"PF19327","post-LBCA"
"PF19328","Inspect"
"PF19335","LBCA"
"PF19344","Terrabacteria"
"PF19346","Proteobacteria"
"PF19347","Terrabacteria"
"PF19348","Terrabacteria"
"PF19349","Proteobacteria"
"PF19350","Proteobacteria"
"PF19351","FCB"
"PF19352","Proteobacteria"
"PF19353","Proteobacteria"
"PF19354","Terrabacteria"
"PF19356","Terrabacteria"
"PF19357","Proteobacteria"
"PF19358","Proteobacteria"
"PF19359","Terrabacteria"
"PF19360","Proteobacteria"
"PF19361","Terrabacteria"
"PF19362","post-LBCA"
"PF19363","post-LBCA"
"PF19364","post-LBCA"
"PF19365","Terrabacteria"
"PF19366","Terrabacteria"
"PF19367","Proteobacteria"
"PF19368","LBCA"
"PF19371","LBCA"
"PF19372","post-LBCA"
"PF19378","Proteobacteria"
"PF19402","Terrabacteria"
"PF19403","LBCA"
"PF19404","FCB"
"PF19406","FCB"
"PF19407","Terrabacteria"
"PF19408","post-LBCA"
"PF19413","post-LBCA"
"PF19420","LBCA"
"PF19425","Proteobacteria"
"PF19436","Euryarchaeota"
"PF19443","Proteobacteria"
"PF19447","post-LBCA"
"PF19450","Terrabacteria"
"PF19451","LBCA"
"PF19452","post-LBCA"
"PF19455","post-LBCA"
"PF19456","Proteobacteria"
"PF19457","Terrabacteria"
"PF19458","LBCA"
"PF19459","LBCA"
"PF19460","Terrabacteria"
"PF19461","Terrabacteria"
"PF19462","Terrabacteria"
"PF19473","LBCA"
"PF19474","LBCA"
"PF19478","Terrabacteria"
"PF19480","LBCA"
"PF19481","Terrabacteria"
"PF19484","Terrabacteria"
"PF19489","Proteobacteria"
"PF19493","unclassifiable"
"PF19494","post-LBCA"
"PF19501","LBCA"
"PF19502","LUCA"
"PF19510","LBCA"
"PF19512","FCB"
"PF19514","post-LBCA"
"PF19515","FCB"
"PF19516","Terrabacteria"
"PF19524","Terrabacteria"
"PF19527","LBCA"
"PF19528","LBCA"
"PF19529","FCB"
"PF19530","post-LBCA"
"PF19538","LACA"
"PF19539","post-LBCA"
"PF19540","Inspect"
"PF19541","post-LBCA"
"PF19543","unclassifiable"
"PF19545","Terrabacteria"
"PF19556","post-LBCA"
"PF19557","Inspect"
"PF19558","FCB"
"PF19560","Terrabacteria"
"PF19562","unclassifiable"
"PF19567","LBCA"
"PF19568","Terrabacteria"
"PF19569","FCB"
"PF19570","LBCA"
"PF19571","unclassifiable"
"PF19572","FCB"
"PF19573","FCB"
"PF19574","Proteobacteria"
"PF19575","Terrabacteria"
"PF19576","post-LBCA"
"PF19577","LBCA"
"PF19578","post-LBCA"
"PF19579","FCB"
"PF19580","LBCA"
"PF19581","unclassifiable"
"PF19582","Proteobacteria"
"PF19583","Inspect"
"PF19587","post-LBCA"
"PF19588","LBCA"
"PF19589","FCB"
"PF19596","Proteobacteria"
"PF19599","Terrabacteria"
"PF19605","unclassifiable"
"PF19606","Proteobacteria"
"PF19607","Terrabacteria"
"PF19608","Terrabacteria"
"PF19609","Inspect"
"PF19614","LBCA"
"PF19617","post-LBCA"
"PF19620","unclassifiable"
"PF19621","Terrabacteria"
"PF19622","Proteobacteria"
"PF19626","Terrabacteria"
"PF19628","FCB"
"PF19629","Terrabacteria"
"PF19630","post-LBCA"
"PF19631","unclassifiable"
"PF19635","post-LBCA"
"PF19638","FCB"
"PF19643","FCB"
"PF19646","Euryarchaeota"
"PF19648","Proteobacteria"
"PF19649","post-LBCA"
"PF19650","Terrabacteria"
"PF19651","Terrabacteria"
"PF19652","FCB"
"PF19654","LBCA"
"PF19655","Terrabacteria"
"PF19656","unclassifiable"
"PF19660","Proteobacteria"
"PF19661","Proteobacteria"
"PF19662","Proteobacteria"
"PF19663","Proteobacteria"
"PF19664","Terrabacteria"
"PF19665","FCB"
"PF19668","Terrabacteria"
"PF19669","post-LBCA"
"PF19670","Proteobacteria"
"PF19671","LBCA"
"PF19673","Inspect"
"PF19674","Terrabacteria"
"PF19676","Proteobacteria"
"PF19677","Terrabacteria"
"PF19686","Terrabacteria"
"PF19690","Terrabacteria"
"PF19694","post-LBCA"
"PF19700","post-LBCA"
"PF19707","Terrabacteria"
"PF19728","post-LBCA"
"PF19730","Terrabacteria"
"PF19732","Terrabacteria"
"PF19733","post-LBCA"
"PF19741","Terrabacteria"
"PF19742","Proteobacteria"
"PF19744","LBCA"
"PF19754","Terrabacteria"
"PF19755","FCB"
"PF19760","Terrabacteria"
"PF19762","LBCA"
"PF19763","unclassifiable"
"PF19765","FCB"
"PF19767","Terrabacteria"
"PF19769","Euryarchaeota"
"PF19773","LBCA"
"PF19775","unclassifiable"
"PF19776","unclassifiable"
"PF19777","LBCA"
"PF19778","LBCA"
"PF19780","LBCA"
"PF19781","FCB"
"PF19783","LBCA"
"PF19785","Terrabacteria"
"PF19786","post-LBCA"
"PF19788","LBCA"
"PF19789","Terrabacteria"
"PF19792","Euryarchaeota"
"PF19794","Terrabacteria"
"PF19795","Proteobacteria"
"PF19796","Proteobacteria"
"PF19798","post-LBCA"
"PF19799","post-LBCA"
"PF19801","Terrabacteria"
"PF19802","post-LBCA"
"PF19803","Terrabacteria"
"PF19807","LBCA"
"PF19809","Terrabacteria"
"PF19810","LACA"
"PF19814","Terrabacteria"
"PF19815","LBCA"
"PF19818","Terrabacteria"
"PF19821","Proteobacteria"
"PF19824","Terrabacteria"
"PF19827","Terrabacteria"
"PF19833","post-LBCA"
"PF19834","LBCA"
"PF19838","Proteobacteria"
"PF19839","Proteobacteria"
"PF19841","FCB"
"PF19842","post-LBCA"
"PF19843","Terrabacteria"
"PF19844","Terrabacteria"
"PF19845","Terrabacteria"
"PF19848","Terrabacteria"
"PF19849","Proteobacteria"
"PF19850","Terrabacteria"
"PF19851","LBCA"
"PF19852","FCB"
"PF19853","Terrabacteria"
"PF19858","post-LBCA"
"PF19864","LBCA"
"PF19865","LBCA"
"PF19866","post-LBCA"
"PF19867","FCB"
"PF19868","FCB"
"PF19870","Terrabacteria"
"PF19872","LBCA"
"PF19877","Terrabacteria"
"PF19878","post-LBCA"
"PF19883","Proteobacteria"
"PF19886","Terrabacteria"
"PF19887","Euryarchaeota"
"PF19888","LBCA"
"PF19889","Proteobacteria"
"PF19890","LBCA"
"PF19891","LBCA"
"PF19893","Terrabacteria"
"PF19898","unclassifiable"
"PF19904","FCB"
"PF19906","unclassifiable"
"PF19909","Terrabacteria"
"PF19911","Proteobacteria"
"PF19912","Terrabacteria"
"PF19916","Terrabacteria"
"PF19927","post-LBCA"
"PF19928","Terrabacteria"
"PF19931","post-LBCA"
"PF19935","post-LBCA"
"PF19937","FCB"
"PF19939","Terrabacteria"
"PF19950","Terrabacteria"
"PF19953","post-LBCA"
"PF19955","LBCA"
"PF19956","Terrabacteria"
"PF19964","FCB"
"PF19985","Terrabacteria"
"PF19991","post-LBCA"
"PF19992","FCB"
"PF19993","unclassifiable"
"PF20001","post-LBCA"
"PF20008","LBCA"
"PF20009","LBCA"
"PF20013","Terrabacteria"
"PF20014","Terrabacteria"
"PF20016","LBCA"
"PF20020","Inspect"
"PF20024","Euryarchaeota"
"PF20026","unclassifiable"
"PF20027","FCB"
"PF20028","Terrabacteria"
"PF20029","Proteobacteria"
"PF20030","LBCA"
"PF20033","post-LBCA"
"PF20035","Terrabacteria"
"PF20037","Terrabacteria"
"PF20038","Terrabacteria"
"PF20039","Proteobacteria"
"PF20040","Terrabacteria"
"PF20041","post-LBCA"
"PF20042","LBCA"
"PF20043","Proteobacteria"
"PF20044","Proteobacteria"
"PF20045","post-LBCA"
"PF20046","Inspect"
"PF20047","Terrabacteria"
"PF20050","FCB"
"PF20056","Proteobacteria"
"PF20057","Proteobacteria"
"PF20058","Terrabacteria"
"PF20059","Terrabacteria"
"PF20060","Terrabacteria"
"PF20061","Proteobacteria"
"PF20062","Terrabacteria"
"PF20064","unclassifiable"
"PF20065","Terrabacteria"
"PF20066","post-LBCA"
"PF20067","LBCA"
"PF20068","Inspect"
"PF20072","Proteobacteria"
"PF20074","Terrabacteria"
"PF20075","Proteobacteria"
"PF20077","FCB"
"PF20078","Proteobacteria"
"PF20079","Terrabacteria"
"PF20080","Proteobacteria"
"PF20082","Proteobacteria"
"PF20083","Proteobacteria"
"PF20084","Proteobacteria"
"PF20085","post-LBCA"
"PF20086","Proteobacteria"
"PF20087","Terrabacteria"
"PF20088","Terrabacteria"
"PF20089","Proteobacteria"
"PF20090","Proteobacteria"
"PF20091","post-LBCA"
"PF20092","post-LBCA"
"PF20094","FCB"
"PF20095","LBCA"
"PF20096","FCB"
"PF20097","Inspect"
"PF20099","Proteobacteria"
"PF20101","Proteobacteria"
"PF20102","LBCA"
"PF20103","LBCA"
"PF20104","Proteobacteria"
"PF20105","FCB"
"PF20106","LBCA"
"PF20107","Proteobacteria"
"PF20108","Inspect"
"PF20109","Proteobacteria"
"PF20110","Proteobacteria"
"PF20111","Terrabacteria"
"PF20112","Proteobacteria"
"PF20113","FCB"
"PF20114","LBCA"
"PF20115","Proteobacteria"
"PF20116","LBCA"
"PF20117","Terrabacteria"
"PF20118","LBCA"
"PF20119","Terrabacteria"
"PF20120","Terrabacteria"
"PF20121","Proteobacteria"
"PF20122","Terrabacteria"
"PF20123","unclassifiable"
"PF20124","Terrabacteria"
"PF20125","LBCA"
"PF20126","LBCA"
"PF20127","Euryarchaeota"
"PF20128","Terrabacteria"
"PF20129","Proteobacteria"
"PF20130","FCB"
"PF20131","LBCA"
"PF20132","Proteobacteria"
"PF20134","Proteobacteria"
"PF20135","Proteobacteria"
"PF20136","post-LBCA"
"PF20137","unclassifiable"
"PF20138","LBCA"
"PF20139","Terrabacteria"
"PF20140","Terrabacteria"
"PF20142","post-LBCA"
"PF20143","LUCA"
"PF20148","LBCA"
"PF20154","LBCA"
"PF20155","LBCA"
"PF20157","post-LBCA"
"PF20159","Proteobacteria"
"PF20161","Proteobacteria"
"PF20169","post-LBCA"
"PF20171","Terrabacteria"
"PF20172","Proteobacteria"
"PF20176","Terrabacteria"
"PF20177","Terrabacteria"
"PF20181","Inspect"
"PF20182","Terrabacteria"
"PF20199","Terrabacteria"
"PF20208","LBCA"
"PF20213","LBCA"
"PF20216","post-LBCA"
"PF20217","unclassifiable"
"PF20220","LBCA"
"PF20221","LBCA"
"PF20226","post-LBCA"
"PF20227","Proteobacteria"
"PF20228","Proteobacteria"
"PF20229","post-LBCA"
"PF20230","FCB"
"PF20232","Proteobacteria"
"PF20239","LBCA"
"PF20240","LBCA"
"PF20242","LBCA"
"PF20243","LBCA"
"PF20245","LBCA"
"PF20247","LBCA"
"PF20248","LBCA"
"PF20249","Proteobacteria"
"PF20250","LBCA"
"PF20251","Inspect"
"PF20254","LBCA"
"PF20256","LBCA"
"PF20257","unclassifiable"
"PF20258","LBCA"
"PF20259","LBCA"
"PF20260","LBCA"
"PF20265","Proteobacteria"
"PF20268","LACA"
"PF20274","LBCA"
"PF20275","unclassifiable"
"PF20282","post-LBCA"
"PF20283","post-LBCA"
"PF20288","post-LBCA"
"PF20293","LBCA"
"PF20297","LBCA"
"PF20308","LBCA"
"PF20310","Terrabacteria"
"PF20311","post-LBCA"
"PF20316","Terrabacteria"
"PF20327","Proteobacteria"
"PF20329","LBCA"
"PF20332","post-LBCA"
"PF20334","post-LBCA"
"PF20340","Proteobacteria"
"PF20343","post-LBCA"
"PF20347","FCB"
"PF20348","Terrabacteria"
"PF20349","Proteobacteria"
"PF20351","FCB"
"PF20358","Proteobacteria"
"PF20364","TACK"
"PF20365","FCB"
"PF20376","LBCA"
"PF20381","Terrabacteria"
"PF20382","Proteobacteria"
"PF20383","LBCA"
"PF20384","Terrabacteria"
"PF20386","Terrabacteria"
"PF20389","Euryarchaeota"
"PF20391","FCB"
"PF20393","LBCA"
"PF20398","LBCA"
"PF20401","Terrabacteria"
"PF20407","PVC"
"PF20408","LBCA"
"PF20409","post-LBCA"
"PF20410","Proteobacteria"
"PF20419","Proteobacteria"
"PF20420","Proteobacteria"
"PF20423","post-LBCA"
"PF20429","Terrabacteria"
"PF20432","LBCA"
"PF20434","LBCA"
"PF20436","LUCA"
"PF20437","LBCA"
"PF20438","Terrabacteria"
"PF20439","Terrabacteria"
"PF20441","unclassifiable"
"PF20442","LBCA"
"PF20444","Terrabacteria"
"PF20446","LBCA"
"PF20447","Terrabacteria"
"PF20448","FCB"
"PF20454","LBCA"
"PF20455","Proteobacteria"
"PF20459","FCB"
"PF20461","LBCA"
"PF20463","LBCA"
"PF20464","LBCA"
"PF20465","LBCA"
"PF20466","LBCA"
"PF20467","LBCA"
"PF20469","LUCA"
"PF20470","LACA"
"PF20471","unclassifiable"
"PF20473","LUCA"
"PF20487","Proteobacteria"
"PF20498","FCB"
"PF20501","LBCA"
"PF20509","Euryarchaeota"
"PF20510","post-LBCA"
"PF20511","LBCA"
"PF20512","Proteobacteria"
"PF20514","post-LBCA"
"PF20530","Terrabacteria"
"PF20542","Euryarchaeota"
"PF20543","Proteobacteria"
"PF20544","Terrabacteria"
"PF20545","FCB"
"PF20546","Terrabacteria"
"PF20547","Terrabacteria"
"PF20549","Proteobacteria"
"PF20551","post-LBCA"
"PF20552","unclassifiable"
"PF20554","post-LBCA"
"PF20556","Proteobacteria"
"PF20560","LBCA"
"PF20563","Terrabacteria"
"PF20565","Euryarchaeota"
"PF20567","Proteobacteria"
"PF20568","Terrabacteria"
"PF20570","Terrabacteria"
"PF20575","Euryarchaeota"
"PF20576","Euryarchaeota"
"PF20578","Terrabacteria"
"PF20579","Proteobacteria"
"PF20580","unclassifiable"
"PF20581","post-LBCA"
"PF20582","LBCA"
"PF20583","post-LBCA"
"PF20584","FCB"
"PF20585","Terrabacteria"
"PF20586","LBCA"
"PF20587","Inspect"
"PF20589","LBCA"
"PF20597","LBCA"
"PF20598","Proteobacteria"
"PF20600","post-LBCA"
"PF20601","post-LBCA"
"PF20603","LBCA"
"PF20604","LBCA"
"PF20605","Proteobacteria"
"PF20606","FCB"
"PF20611","Terrabacteria"
"PF20612","Terrabacteria"
"PF20613","LBCA"
"PF20615","Terrabacteria"
"PF20616","Proteobacteria"
"PF20619","post-LBCA"
"PF20620","LBCA"
"PF20622","Terrabacteria"
"membraneprotein","unclassifiable"
