ancestor,pfamIDs,Clans,avg_transfer
Proteobacteria,PF16074,PF16074,0.225341
post-LBCA,PF16075,PF16075,0.1225255
LBCA,PF16078,PF16078,0.08943895
Terrabacteria,PF16079,CL0562,0.18297835
Proteobacteria,PF16080,CL0563,0.294646
Proteobacteria,PF16083,CL0564,0.17911805
LBCA,PF16095,PF16095,0.13207675
post-LBCA,PF16103,CL0116,0.08647188
Terrabacteria,PF16107,PF16107,0.267801
Proteobacteria,PF16108,PF16108,0.08013565
Terrabacteria,PF16110,PF16110,0.03806615
Terrabacteria,PF16111,CL0051,0.522188
post-LBCA,PF16113,CL0127,0.0945552
unclassifiable,PF16114,CL0506,0.0693893
FCB,PF16115,PF16115,0.0508528
LBCA,PF16116,PF16116,0.330757
post-LBCA,PF16117,PF16117,0.08435715
FCB,PF16118,PF16118,0.0790378
FCB,PF16119,PF16119,0.037002
FCB,PF16120,PF16120,0.07975485
post-LBCA,PF16123,CL0381,0.1760025
LBCA,PF16124,PF16124,0.1251765
FCB,PF16125,PF16125,0.05241335
LBCA,PF16126,CL0036,0.268675
post-LBCA,PF16130,PF16130,0.1367025
FCB,PF16132,CL0159,0.243413
Proteobacteria,PF16137,PF16137,0.0573165
post-LBCA,PF16138,PF16138,0.1176235
unclassifiable,PF16147,PF16147,0.17172555
FCB,PF16148,PF16148,0.0983631
LBCA,PF16153,PF16153,0.11517595
Proteobacteria,PF16155,PF16155,0.1830125
LBCA,PF16156,CL0051,0.103139
post-LBCA,PF16157,PF16157,0.1582215
LBCA,PF16158,CL0159,0.2234065
post-LBCA,PF16161,CL0029,0.155527
LBCA,PF16162,PF16162,0.16359855
Terrabacteria,PF16166,PF16166,0.160123
post-LBCA,PF16169,PF16169,0.13176355
Terrabacteria,PF16170,PF16170,0.0966171
LBCA,PF16173,PF16173,0.2385905
LUCA,PF16177,CL0378,0.132731
LBCA,PF16184,CL0159,0.3272085
post-LBCA,PF16187,CL0094,0.0376579
LBCA,PF16188,PF16188,0.1766725
Proteobacteria,PF16189,CL0356,0.1001768
post-LBCA,PF16192,PF16192,0.05921435
LBCA,PF16193,CL0671,0.1066361
LBCA,PF16197,CL0046,0.4112425
LBCA,PF16198,CL0649,0.0758151
LUCA,PF16199,PF16199,0.0637964
Proteobacteria,PF16200,PF16200,0.159144
LUCA,PF16203,CL0023,0.07373765
FCB,PF16215,CL0159,0.2484505
LBCA,PF16216,PF16216,0.22992005
FCB,PF16217,PF16217,0.101802
post-LBCA,PF16220,PF16220,0.452832
LBCA,PF16221,CL0123,0.3491915
LBCA,PF16227,CL0264,0.09596045
Proteobacteria,PF16233,PF16233,0.07276255
Proteobacteria,PF16234,PF16234,0.0903073
TACK,PF16239,PF16239,0.05472365
Proteobacteria,PF16242,CL0336,0.186959
FCB,PF16248,PF16248,0.11462125
FCB,PF16250,PF16250,0.123384
LBCA,PF16254,CL0105,0.3072065
Proteobacteria,PF16256,PF16256,0.0452141
post-LBCA,PF16257,CL0036,0.11389275
LBCA,PF16258,CL0159,0.0811913
Terrabacteria,PF16259,PF16259,0.147313
post-LBCA,PF16260,CL0023,0.0801613
LBCA,PF16261,CL0186,0.344201
Terrabacteria,PF16262,CL0261,0.07683415
LBCA,PF16263,CL0063,0.3204945
LBCA,PF16264,CL0123,0.14428255
post-LBCA,PF16266,PF16266,0.100021
FCB,PF16267,PF16267,0.0824481
LBCA,PF16268,CL0265,0.0740769
FCB,PF16269,CL0265,0.1284088
FCB,PF16271,PF16271,0.04082555
LBCA,PF16277,CL0010,0.24471
Terrabacteria,PF16285,CL0265,0.08108745
LBCA,PF16286,PF16286,0.2821418
LBCA,PF16289,CL0280,0.3906275
Terrabacteria,PF16291,CL0032,0.114518
LBCA,PF16295,CL0174,0.1562785
Terrabacteria,PF16296,PF16296,0.11393255
LBCA,PF16313,CL0126,0.12037195
post-LBCA,PF16314,CL0536,0.122855
LBCA,PF16316,PF16316,0.172131
LBCA,PF16317,CL0036,0.1130497
FCB,PF16318,CL0268,0.1629635
unclassifiable,PF16320,PF16320,0.1088965
post-LBCA,PF16321,PF16321,0.0922364
FCB,PF16323,CL0159,0.26592635
post-LBCA,PF16325,CL0105,0.1031449
post-LBCA,PF16326,PF16326,0.10260155
post-LBCA,PF16327,PF16327,0.0619501
Proteobacteria,PF16330,PF16330,0.037913
Proteobacteria,PF16331,PF16331,0.05385865
LBCA,PF16332,CL0059,0.202117
post-LBCA,PF16334,PF16334,0.165443
post-LBCA,PF16335,PF16335,0.1337486
FCB,PF16344,CL0751,0.4413475
LBCA,PF16347,CL0088,0.3908965
post-LBCA,PF16350,PF16350,0.264976
LBCA,PF16353,CL0159,0.25008
LBCA,PF16355,CL0159,0.434368
FCB,PF16356,PF16356,0.09376005
post-LBCA,PF16357,CL0490,0.1418085
Proteobacteria,PF16358,CL0522,0.0590291
unclassifiable,PF16360,PF16360,0.05076055
FCB,PF16361,PF16361,0.2593595
preLUCA,PF16363,CL0063,0.2578475
post-LBCA,PF16369,CL0116,0.1292585
LBCA,PF16370,CL0159,0.1392955
LBCA,PF16371,CL0287,0.184256
FCB,PF16373,PF16373,0.08473895
LBCA,PF16375,PF16375,0.230489
FCB,PF16378,PF16378,0.2808625
LBCA,PF16387,CL0036,0.09026295
FCB,PF16389,CL0159,0.31838895
FCB,PF16391,CL0202,0.24662225
FCB,PF16395,CL0116,0.222509
FCB,PF16398,PF16398,0.326822
LBCA,PF16401,CL0316,0.229852
LBCA,PF16403,CL0159,0.3032875
FCB,PF16407,CL0159,0.2073505
post-LBCA,PF16409,PF16409,0.366427
FCB,PF16410,PF16410,0.2149045
FCB,PF16411,PF16411,0.348828
post-LBCA,PF16412,CL0193,0.124645
Proteobacteria,PF16448,PF16448,0.1111335
unclassifiable,PF16450,CL0021,0.05065705
post-LBCA,PF16461,CL0504,0.131207
post-LBCA,PF16468,PF16468,0.2369075
unclassifiable,PF16472,CL0186,0.396122
LBCA,PF16473,CL0219,0.135533
Terrabacteria,PF16481,PF16481,0.1245139
LBCA,PF16483,PF16483,0.1594462
FCB,PF16490,CL0139,0.09832675
LBCA,PF16491,PF16491,0.0937795
LBCA,PF16499,CL0036,0.232945
post-LBCA,PF16510,PF16510,0.07815622
Proteobacteria,PF16524,CL0165,0.02698855
Terrabacteria,PF16525,PF16525,0.0665045
Proteobacteria,PF16527,CL0183,0.03823875
Proteobacteria,PF16537,CL0655,0.07113375
Proteobacteria,PF16538,CL0105,0.02826595
Proteobacteria,PF16539,CL0342,0.0503189
unclassifiable,PF16542,CL0179,0.1524385
Proteobacteria,PF16548,PF16548,0.0832388
post-LBCA,PF16554,PF16554,0.08809905
Terrabacteria,PF16555,CL0287,0.2280439
LBCA,PF16561,CL0369,0.1638165
LBCA,PF16565,CL0479,0.17314425
Terrabacteria,PF16569,CL0204,0.2508065
Terrabacteria,PF16571,PF16571,0.1667175
LUCA,PF16575,CL0023,0.0525165
LBCA,PF16576,CL0105,0.4029515
Euryarchaeota,PF16581,CL0039,0.03353405
LBCA,PF16582,CL0063,0.07605885
FCB,PF16584,CL0048,0.04323025
LBCA,PF16586,CL0159,0.3171745
Proteobacteria,PF16591,CL0457,0.1576895
Terrabacteria,PF16592,CL0693,0.15638765
Terrabacteria,PF16593,PF16593,0.134292
Terrabacteria,PF16639,PF16639,0.143133
LBCA,PF16640,CL0159,0.2658615
LUCA,PF16653,CL0139,0.158891
LBCA,PF16654,CL0139,0.22376
LBCA,PF16655,CL0159,0.181098
LBCA,PF16656,CL0159,0.190432
LBCA,PF16657,CL0369,0.2344235
LBCA,PF16658,CL0437,0.0915756
LUCA,PF16661,CL0381,0.05168785
LBCA,PF16670,CL0036,0.15154
Proteobacteria,PF16691,PF16691,0.1430575
unclassifiable,PF16693,PF16693,0.1639865
LBCA,PF16694,PF16694,0.249229
LBCA,PF16697,CL0357,0.0967015
Terrabacteria,PF16701,PF16701,0.04535225
LBCA,PF16702,PF16702,0.04508815
Terrabacteria,PF16708,PF16708,0.12489965
post-LBCA,PF16715,CL0039,0.206118
Terrabacteria,PF16729,CL0524,0.20437255
post-LBCA,PF16732,CL0327,0.258215
Proteobacteria,PF16733,CL0089,0.06408605
Terrabacteria,PF16734,CL0327,0.304528
unclassifiable,PF16736,CL0165,0.1179005
LBCA,PF16738,CL0576,0.2285645
Terrabacteria,PF16745,CL0021,0.09085135
Proteobacteria,PF16750,CL0165,0.08931135
Terrabacteria,PF16751,PF16751,0.04066905
LBCA,PF16757,CL0369,0.274572
unclassifiable,PF16760,CL0576,0.1793195
post-LBCA,PF16778,CL0348,0.248573
Proteobacteria,PF16785,CL0752,0.207508
Proteobacteria,PF16789,CL0419,0.0139741
post-LBCA,PF16793,PF16793,0.230791
LACA,PF16795,CL0382,0.09015835
PVC,PF16798,PF16798,0.1172891
PVC,PF16802,CL0029,0.0000001
post-LBCA,PF16811,CL0020,0.1425735
Proteobacteria,PF16816,CL0751,0.0572729
FCB,PF16819,CL0186,0.174347
FCB,PF16820,CL0159,0.248429
LBCA,PF16822,CL0264,0.2318505
Proteobacteria,PF16823,PF16823,0.08143205
Terrabacteria,PF16827,PF16827,0.03392005
LBCA,PF16841,CL0202,0.188653
Proteobacteria,PF16844,PF16844,0.14646
unclassifiable,PF16859,CL0174,0.410973
LBCA,PF16861,PF16861,0.2403715
LUCA,PF16864,CL0123,0.2737725
unclassifiable,PF16867,CL0029,0.375679
LACA,PF16868,CL0177,0.2223885
LBCA,PF16870,CL0591,0.06248755
LBCA,PF16871,CL0202,0.1791745
LBCA,PF16872,PF16872,0.3962
post-LBCA,PF16874,CL0369,0.2159265
post-LBCA,PF16875,CL0103,0.1800515
LBCA,PF16881,PF16881,0.0944142
LBCA,PF16884,CL0296,0.2490905
LBCA,PF16886,PF16886,0.0806846
Terrabacteria,PF16888,PF16888,0.2931451
LBCA,PF16889,CL0059,0.273304
post-LBCA,PF16896,PF16896,0.10303215
LACA,PF16897,PF16897,0.04268505
LUCA,PF16901,CL0667,0.154702
LACA,PF16906,CL0010,0.0548311
unclassifiable,PF16911,CL0149,0.181228
LUCA,PF16912,CL0063,0.09617715
LUCA,PF16916,PF16916,0.120537
Proteobacteria,PF16917,CL0040,0.2275385
unclassifiable,PF16918,CL0020,0.0901549
Terrabacteria,PF16919,PF16919,0.1094475
LBCA,PF16921,CL0580,0.114562
Terrabacteria,PF16924,CL0063,0.07492895
LBCA,PF16925,CL0174,0.353206
Euryarchaeota,PF16926,PF16926,0.2348274
LUCA,PF16927,CL0192,0.240049
LBCA,PF16930,CL0193,0.14341135
Proteobacteria,PF16932,PF16932,0.074461705
post-LBCA,PF16933,CL0222,0.1880375
Terrabacteria,PF16935,PF16935,0.311235
Terrabacteria,PF16945,PF16945,0.1418724
unclassifiable,PF16947,PF16947,0.1611605
Terrabacteria,PF16949,CL0181,0.09835335
post-LBCA,PF16951,PF16951,0.228443
post-LBCA,PF16952,PF16952,0.206037
unclassifiable,PF16955,CL0292,0.04348165
Proteobacteria,PF16956,CL0193,0.08936715
post-LBCA,PF16957,CL0063,0.11992915
post-LBCA,PF16962,CL0181,0.1085018
Proteobacteria,PF16967,CL0159,0.3190345
Proteobacteria,PF16970,CL0204,0.21007455
unclassifiable,PF16976,CL0489,0.1059245
LBCA,PF16980,CL0182,0.06393865
Terrabacteria,PF16982,PF16982,0.0943665
unclassifiable,PF16983,CL0062,0.12409745
Proteobacteria,PF16989,PF16989,0.1389476
LBCA,PF16990,CL0202,0.4312875
TACK,PF16992,CL0021,0.01964645
Terrabacteria,PF16993,CL0113,0.1593746
Terrabacteria,PF16995,PF16995,0.12188
Proteobacteria,PF16998,CL0500,0.147332
unclassifiable,PF16999,CL0255,0.0590243
LBCA,PF17032,CL0167,0.143982
post-LBCA,PF17033,CL0105,0.06942735
LBCA,PF17042,PF17042,0.2688455
post-LBCA,PF17048,CL0159,0.09327145
FCB,PF17070,PF17070,0.0998105
Proteobacteria,PF17090,CL0703,0.1558054
Proteobacteria,PF17092,CL0021,0.0746277
Terrabacteria,PF17099,CL0315,0.09884325
LBCA,PF17101,PF17101,0.263305
post-LBCA,PF17102,PF17102,0.2116375
unclassifiable,PF17103,PF17103,0.247938
Proteobacteria,PF17113,CL0685,0.07836435
FCB,PF17116,CL0159,0.03950185
LBCA,PF17124,CL0014,0.269329
LUCA,PF17125,CL0063,0.0915564
Terrabacteria,PF17126,CL0668,0.1044173
FCB,PF17127,CL0020,0.1242805
LBCA,PF17128,CL0103,0.14828445
LBCA,PF17131,CL0048,0.17448
LBCA,PF17132,PF17132,0.3726795
LACA,PF17135,CL0588,0.0343232
unclassifiable,PF17136,CL0010,0.08060735
unclassifiable,PF17137,PF17137,0.3339485
FCB,PF17140,PF17140,0.05354995
Euryarchaeota,PF17144,CL0267,0.0315393
LACA,PF17146,CL0280,0.0335049
LUCA,PF17147,CL0591,0.0949378
FCB,PF17148,PF17148,0.1048919
Proteobacteria,PF17149,CL0165,0.1812505
Terrabacteria,PF17150,PF17150,0.1188825
LBCA,PF17152,CL0165,0.3267635
Proteobacteria,PF17158,CL0192,0.1452379
LBCA,PF17159,CL0192,0.1826365
FCB,PF17161,CL0268,0.246354
FCB,PF17162,PF17162,0.188088
LUCA,PF17164,CL0186,0.434966
FCB,PF17166,PF17166,0.3122515
LBCA,PF17167,CL0059,0.1913365
post-LBCA,PF17168,CL0103,0.1244879
post-LBCA,PF17170,CL0186,0.257832
Proteobacteria,PF17171,CL0497,0.166584
Proteobacteria,PF17172,CL0172,0.1412825
Terrabacteria,PF17173,CL0063,0.0950813
Terrabacteria,PF17174,CL0063,0.02637505
Proteobacteria,PF17176,CL0123,0.05424425
LUCA,PF17179,CL0344,0.1253225
post-LBCA,PF17185,CL0021,0.0841602
LBCA,PF17186,CL0116,0.116564
Proteobacteria,PF17188,PF17188,0.02883685
LBCA,PF17189,CL0369,0.3106235
unclassifiable,PF17191,CL0021,0.05758225
Proteobacteria,PF17192,PF17192,0.0365542
Proteobacteria,PF17193,PF17193,0.01034015
LBCA,PF17194,CL0123,0.17387685
post-LBCA,PF17195,PF17195,0.0987867
Terrabacteria,PF17196,PF17196,0.1020628
Terrabacteria,PF17197,PF17197,0.12020605
post-LBCA,PF17198,PF17198,0.08802135
LBCA,PF17200,CL0165,0.3007485
LBCA,PF17201,CL0165,0.1671405
post-LBCA,PF17202,CL0165,0.172112
post-LBCA,PF17203,CL0165,0.169818
Proteobacteria,PF17206,CL0057,0.0829734
LACA,PF17207,CL0021,0.057321
Terrabacteria,PF17209,CL0010,0.0565045
LBCA,PF17210,CL0287,0.3504685
LACA,PF17214,CL0007,0.02343035
Terrabacteria,PF17227,CL0755,0.118665
Proteobacteria,PF17228,PF17228,0.1242976
Terrabacteria,PF17230,PF17230,0.05619255
LACA,PF17231,PF17231,0.08650465
LBCA,PF17236,CL0373,0.1996425
Terrabacteria,PF17240,PF17240,0.0838733
Proteobacteria,PF17243,CL0191,0.091387
Terrabacteria,PF17247,PF17247,0.23808
Terrabacteria,PF17248,PF17248,0.0931165
Terrabacteria,PF17249,PF17249,0.06327845
post-LBCA,PF17251,CL0193,0.15256
Terrabacteria,PF17252,PF17252,0.03088715
LBCA,PF17253,PF17253,0.2111595
Terrabacteria,PF17255,CL0266,0.04333805
Terrabacteria,PF17258,PF17258,0.03976665
Terrabacteria,PF17259,PF17259,0.0867796
Terrabacteria,PF17260,PF17260,0.136931
Terrabacteria,PF17261,PF17261,0.1201825
unclassifiable,PF17262,CL0362,0.1809065
Proteobacteria,PF17263,PF17263,0.2530935
Proteobacteria,PF17264,PF17264,0.04024085
Terrabacteria,PF17265,PF17265,0.0939755
Proteobacteria,PF17267,PF17267,0.1310275
Terrabacteria,PF17270,PF17270,0.0657921
Proteobacteria,PF17272,PF17272,0.1005387
Proteobacteria,PF17273,PF17273,0.0919282
Terrabacteria,PF17277,PF17277,0.08199205
Terrabacteria,PF17279,CL0352,0.226076
Terrabacteria,PF17280,PF17280,0.1936001
post-LBCA,PF17283,CL0167,0.2093165
LBCA,PF17284,PF17284,0.1225645
Proteobacteria,PF17287,CL0191,0.2201795
Proteobacteria,PF17288,CL0219,0.2107965
LUCA,PF17289,CL0219,0.1896465
LBCA,PF17291,PF17291,0.1744442
FCB,PF17293,CL0081,0.596101
Terrabacteria,PF17295,PF17295,0.226394
unclassifiable,PF17297,PF17297,0.1046515
Euryarchaeota,PF17299,PF17299,0.0396296
Terrabacteria,PF17302,PF17302,0.2572625
LBCA,PF17319,PF17319,0.149067
Terrabacteria,PF17328,PF17328,0.0557962
post-LBCA,PF17329,PF17329,0.21454875
PVC,PF17376,PF17376,0.02222395
PVC,PF17377,PF17377,0.0231032
LBCA,PF17384,CL0010,0.06677755
post-LBCA,PF17385,CL0014,0.16789705
Terrabacteria,PF17386,CL0369,0.2700735
LBCA,PF17389,CL0059,0.384684
LBCA,PF17390,CL0749,0.516788
LBCA,PF17391,PF17391,0.1638305
LBCA,PF17392,PF17392,0.1538855
LBCA,PF17396,CL0063,0.162274
PVC,PF17401,PF17401,0.05176305
Proteobacteria,PF17408,PF17408,0.1707735
post-LBCA,PF17409,CL0116,0.1514994
Proteobacteria,PF17414,CL0057,0.01863225
FCB,PF17415,PF17415,0.106548
unclassifiable,PF17425,CL0159,0.1841515
Terrabacteria,PF17428,PF17428,0.5248525
unclassifiable,PF17432,CL0020,0.05980015
PVC,PF17435,PF17435,0.0167449
PVC,PF17446,PF17446,0.010836775
post-LBCA,PF17451,CL0369,0.2788785
PVC,PF17455,PF17455,0.02369975
PVC,PF17458,PF17458,0.02251795
PVC,PF17459,PF17459,0.0000001
PVC,PF17461,PF17461,0.0380639
Terrabacteria,PF17479,PF17479,0.0543814
Terrabacteria,PF17481,PF17481,0.1960515
unclassifiable,PF17482,CL0763,0.3199265
Proteobacteria,PF17516,CL0010,0.018249
post-LBCA,PF17517,PF17517,0.1086514
FCB,PF17541,PF17541,0.06163245
FCB,PF17555,PF17555,0.066645385
FCB,PF17561,PF17561,0.07525255
FCB,PF17642,PF17642,0.191891
post-LBCA,PF17645,CL0399,0.2197985
Euryarchaeota,PF17647,PF17647,0.1315505
LBCA,PF17648,CL0631,0.1954975
post-LBCA,PF17650,PF17650,0.1525475
LUCA,PF17651,PF17651,0.135227
LBCA,PF17652,CL0059,0.1707965
LBCA,PF17653,PF17653,0.144637
unclassifiable,PF17655,CL0159,0.0932588
Proteobacteria,PF17656,PF17656,0.106972
post-LBCA,PF17657,PF17657,0.08483005
LBCA,PF17660,PF17660,0.2926278
post-LBCA,PF17668,CL0257,0.128003
LBCA,PF17674,CL0198,0.1297235
LBCA,PF17676,CL0364,0.169132
LUCA,PF17677,CL0369,0.239212
LBCA,PF17678,CL0103,0.2598865
post-LBCA,PF17680,CL0342,0.0798946
Terrabacteria,PF17689,CL0004,0.0807901
unclassifiable,PF17723,CL0057,0.1273535
LBCA,PF17726,CL0123,0.1765715
Terrabacteria,PF17727,PF17727,0.0622143
post-LBCA,PF17728,CL0123,0.2612095
LBCA,PF17746,CL0021,0.1215325
LBCA,PF17753,CL0159,0.1942995
post-LBCA,PF17754,CL0174,0.3687655
unclassifiable,PF17755,PF17755,0.0903629
LBCA,PF17757,CL0664,0.05634805
Terrabacteria,PF17758,CL0021,0.0615079
LBCA,PF17759,CL0040,0.04097015
LUCA,PF17760,PF17760,0.072798
preLUCA,PF17761,CL0123,0.480326
LBCA,PF17762,CL0123,0.1005615
LBCA,PF17763,PF17763,0.102523
post-LBCA,PF17764,PF17764,0.08147085
post-LBCA,PF17765,CL0183,0.4159875
post-LBCA,PF17766,CL0159,0.194802
LBCA,PF17767,CL0105,0.131756
post-LBCA,PF17768,CL0021,0.105463
post-LBCA,PF17769,CL0105,0.1180935
LBCA,PF17770,PF17770,0.0564846
LBCA,PF17773,CL0622,0.127028
Terrabacteria,PF17774,CL0221,0.113674
unclassifiable,PF17775,CL0051,0.18124
LACA,PF17777,PF17777,0.05077185
post-LBCA,PF17778,CL0123,0.120202
LBCA,PF17782,CL0123,0.1141475
post-LBCA,PF17783,CL0123,0.1101285
LBCA,PF17784,CL0023,0.3027095
LBCA,PF17785,CL0178,0.1046064
LBCA,PF17786,CL0159,0.1839055
LBCA,PF17788,CL0108,0.115494
post-LBCA,PF17792,PF17792,0.0701025
LBCA,PF17801,CL0369,0.298883
post-LBCA,PF17802,CL0287,0.4991005
LBCA,PF17803,CL0159,0.5792955
PVC,PF17804,PF17804,0.0418033
LBCA,PF17805,CL0032,0.08441235
post-LBCA,PF17806,CL0667,0.1531415
LBCA,PF17810,PF17810,0.073135
post-LBCA,PF17815,CL0466,0.10023455
PVC,PF17816,CL0466,0.02652155
LUCA,PF17820,CL0466,0.1859345
LBCA,PF17827,PF17827,0.1528305
LBCA,PF17829,CL0202,0.206467
post-LBCA,PF17831,CL0254,0.1046643
TACK,PF17835,CL0669,0.0435891
LBCA,PF17836,CL0063,0.382923
LBCA,PF17837,CL0670,0.2061385
Proteobacteria,PF17841,PF17841,0.2571778
Terrabacteria,PF17844,CL0311,0.0975434
LBCA,PF17848,CL0167,0.06514955
LBCA,PF17850,CL0021,0.1540235
LBCA,PF17851,CL0004,0.2542425
post-LBCA,PF17853,CL0276,0.2918115
unclassifiable,PF17854,PF17854,0.0528698
LACA,PF17855,CL0671,0.0524721
LACA,PF17856,CL0671,0.05708035
LUCA,PF17862,CL0671,0.0703369
LUCA,PF17863,CL0671,0.1181705
Terrabacteria,PF17864,CL0671,0.1065575
LBCA,PF17866,CL0671,0.157433
LBCA,PF17868,CL0671,0.07499705
LBCA,PF17871,CL0671,0.07606995
LUCA,PF17874,CL0020,0.5038325
LBCA,PF17876,CL0021,0.07491775
Terrabacteria,PF17881,CL0320,0.0706847
Terrabacteria,PF17882,PF17882,0.242693
Terrabacteria,PF17883,CL0682,0.45516
LACA,PF17884,PF17884,0.04712315
post-LBCA,PF17885,PF17885,0.143767
LBCA,PF17886,CL0190,0.0760784
LBCA,PF17892,CL0159,0.5613285
Terrabacteria,PF17898,PF17898,0.05906975
LBCA,PF17899,CL0672,0.1048947
LBCA,PF17900,CL0672,0.1248725
LUCA,PF17910,PF17910,0.1094674
LUCA,PF17912,CL0021,0.2306485
post-LBCA,PF17914,PF17914,0.231271
TACK,PF17915,CL0167,0.0805703
post-LBCA,PF17918,CL0174,0.333425
post-LBCA,PF17920,CL0174,0.2535165
post-LBCA,PF17922,CL0174,0.22103795
Terrabacteria,PF17924,CL0174,0.09128465
post-LBCA,PF17925,CL0174,0.0994355
post-LBCA,PF17926,CL0174,0.359332
post-LBCA,PF17928,CL0174,0.1058265
unclassifiable,PF17929,CL0174,0.271735
Proteobacteria,PF17930,CL0063,0.0526202
post-LBCA,PF17931,CL0174,0.0856512
LBCA,PF17932,CL0174,0.2003305
post-LBCA,PF17933,CL0174,0.2200955
Terrabacteria,PF17934,CL0174,0.2708885
post-LBCA,PF17935,CL0174,0.1606045
LBCA,PF17936,CL0159,0.313313
unclassifiable,PF17937,CL0174,0.1690045
LBCA,PF17938,CL0174,0.1434415
LBCA,PF17939,CL0174,0.1252575
post-LBCA,PF17940,CL0174,0.2868845
unclassifiable,PF17941,CL0479,0.07579325
LBCA,PF17944,PF17944,0.0797589
LBCA,PF17946,CL0236,0.1347545
Proteobacteria,PF17948,PF17948,0.05102995
TACK,PF17952,CL0362,0.05542775
LBCA,PF17953,CL0362,0.12800655
LUCA,PF17954,CL0029,0.1834895
unclassifiable,PF17955,CL0362,0.11986215
LBCA,PF17956,PF17956,0.114239
LUCA,PF17957,CL0159,0.2371335
Terrabacteria,PF17961,CL0159,0.356452
unclassifiable,PF17962,CL0159,0.1026948
preLUCA,PF17963,CL0159,0.5546315
post-LBCA,PF17964,CL0159,0.0834528
Terrabacteria,PF17965,CL0072,0.444266
Terrabacteria,PF17966,CL0072,0.38844485
LBCA,PF17967,CL0159,0.130716
Proteobacteria,PF17969,PF17969,0.0808271
Proteobacteria,PF17970,CL0159,0.0711635
LBCA,PF17972,CL0159,0.1153
LBCA,PF17973,CL0159,0.1245155
post-LBCA,PF17974,CL0220,0.2126755
LBCA,PF17975,PF17975,0.130093
PVC,PF17985,PF17985,0.0289438
Terrabacteria,PF17989,CL0108,0.192414
LBCA,PF17990,CL0159,0.393408
LBCA,PF17991,CL0202,0.1145
post-LBCA,PF17992,CL0202,0.2574319
Terrabacteria,PF17994,CL0202,0.063787
LBCA,PF17996,CL0202,0.174357
Terrabacteria,PF17998,CL0204,0.12352005
Euryarchaeota,PF18000,CL0159,0.03757705
FCB,PF18003,CL0159,0.4046065
Euryarchaeota,PF18006,PF18006,0.0440661
Terrabacteria,PF18007,CL0161,0.155451
unclassifiable,PF18009,CL0344,0.1001495
LBCA,PF18011,CL0014,0.157073
post-LBCA,PF18013,CL0037,0.2471345
LBCA,PF18014,CL0257,0.177939
LUCA,PF18019,CL0237,0.268464
unclassifiable,PF18024,CL0123,0.237806
LBCA,PF18027,PF18027,0.143207
LBCA,PF18029,CL0104,0.4385495
LUCA,PF18030,CL0063,0.115485
LBCA,PF18040,CL0202,0.208857
LACA,PF18046,CL0487,0.0419817
unclassifiable,PF18050,CL0475,0.3201675
Proteobacteria,PF18053,PF18053,0.03894045
Proteobacteria,PF18065,CL0658,0.134171
unclassifiable,PF18069,PF18069,0.128889
LUCA,PF18072,PF18072,0.09251335
LBCA,PF18073,CL0167,0.14501
post-LBCA,PF18074,PF18074,0.07686215
LBCA,PF18075,CL0032,0.04637105
post-LBCA,PF18076,PF18076,0.10523145
Euryarchaeota,PF18079,PF18079,0.0583942
post-LBCA,PF18080,CL0103,0.1032939
Proteobacteria,PF18081,CL0306,0.172525
Terrabacteria,PF18082,CL0023,0.1192125
LBCA,PF18083,PF18083,0.08424195
unclassifiable,PF18085,PF18085,0.138708
Terrabacteria,PF18087,CL0299,0.1439725
unclassifiable,PF18088,PF18088,0.12976195
LBCA,PF18089,CL0209,0.1616609
Proteobacteria,PF18090,CL0123,0.239644
Terrabacteria,PF18092,CL0161,0.0161239
LACA,PF18093,CL0437,0.06945215
Terrabacteria,PF18094,CL0198,0.0997187
PVC,PF18095,CL0183,0.038737
post-LBCA,PF18096,PF18096,0.0991212
LBCA,PF18099,CL0202,0.17096435
post-LBCA,PF18105,CL0105,0.090215
unclassifiable,PF18106,CL0407,0.30630825
Proteobacteria,PF18113,CL0608,0.132659
LBCA,PF18120,CL0369,0.1556225
Proteobacteria,PF18125,PF18125,0.1001413
post-LBCA,PF18127,PF18127,0.151066
LBCA,PF18128,CL0023,0.2406965
post-LBCA,PF18130,PF18130,0.5030405
LBCA,PF18133,CL0023,0.22489
LBCA,PF18134,PF18134,0.27138085
LBCA,PF18135,CL0477,0.2607885
Proteobacteria,PF18140,PF18140,0.1205175
post-LBCA,PF18143,PF18143,0.210069
LUCA,PF18144,CL0260,0.484001
LBCA,PF18145,PF18145,0.367356
LBCA,PF18146,PF18146,0.08240255
unclassifiable,PF18152,PF18152,0.0978215
LBCA,PF18153,PF18153,0.1973575
Terrabacteria,PF18154,PF18154,0.2064175
Terrabacteria,PF18155,PF18155,0.12551825
Terrabacteria,PF18157,PF18157,0.14516
LBCA,PF18158,CL0544,0.1410055
Terrabacteria,PF18164,CL0257,0.17286345
FCB,PF18174,CL0548,0.0562196
FCB,PF18175,CL0548,0.0541533
post-LBCA,PF18181,CL0676,0.2359085
LBCA,PF18182,CL0276,0.2230685
post-LBCA,PF18183,CL0676,0.058398
Terrabacteria,PF18184,CL0676,0.0878325
LACA,PF18195,PF18195,0.06685835
unclassifiable,PF18197,PF18197,0.211207
post-LBCA,PF18200,CL0159,0.1528525
Terrabacteria,PF18202,CL0159,0.2457575
post-LBCA,PF18203,PF18203,0.2454726
